REGN,PROV,URB,HHCN,REL,SEX,AGE,MOLEFT,YRLEFT,MSTAT,HGRADE,USOCC,REASON,CTRY,OCUP,SWORK,RET,MORET,YRRET,MOEXP,YREXP,CASHREM,CASHAMT,MODE,CASHHOME,INKIND,KINDAMT,SWGT
4,21,1,1711,2,1,33,2,96,2,6,139,1,81,700,291,2,,,2,1998,1,27000,4,,2,,52.1983
4,21,1,1712,2,1,39,8,96,2,5,985,1,89,834,890,2,,,8,1998,1,28000,4,,2,,52.1983
4,21,1,1718,2,1,42,3,97,2,5,412,1,81,981,284,2,,,2,1998,1,10000,1,,2,,52.1983
4,21,1,1719,3,1,33,12,96,1,6,Z90,1,81,31,891,2,,,88,8888,1,21000,4,,2,,52.1983
4,21,1,1726,1,1,38,12,96,2,6,985,1,81,849,391,2,,,11,1997,1,30000,1,,2,,52.1983
4,21,2,1949,3,2,24,1,97,1,6,211,1,89,381,295,2,,,1,1999,1,20000,1,,1,2000,241.3054
4,21,1,1729,2,1,56,8,96,2,6,412,1,1,849,586,2,,,6,1998,1,20000,1,,2,,52.1983
4,21,1,1731,2,1,57,12,96,2,5,985,1,35,981,273,2,,,10,1997,1,20000,1,,2,,52.1983
4,21,1,1734,2,1,51,12,96,2,5,Y19,1,32,981,1294,2,,,12,1997,1,40000,1,,2,,52.1983
4,21,1,1737,6,1,57,3,97,3,6,846,1,35,981,662,2,,,3,1998,1,15000,1,,2,,52.1983
4,21,1,1737,6,1,28,7,96,1,6,Z90,1,95,981,1095,2,,,7,1998,1,33000,1,,2,,52.1983
4,21,1,1738,2,1,49,9,96,2,6,425,1,96,981,889,2,,,9,1997,1,15000,1,,2,,52.1983
4,21,1,1748,2,1,42,5,96,2,5,Z90,1,52,982,285,2,,,12,1997,1,50000,1,,2,,52.1983
4,21,1,1749,2,2,50,6,95,2,5,Z20,5,96,549,695,2,,,88,8888,2,,,,2,,52.1983
4,21,1,1757,2,1,60,5,85,2,4,981,1,96,541,585,2,,,88,8888,2,,,,2,,52.1983
4,21,1,1787,2,1,35,3,97,2,4,531,1,64,531,187,2,,,4,1998,1,5000,3,,2,,52.1983
4,21,1,1789,2,1,44,1,97,2,5,Z90,1,81,963,285,2,,,7,1997,2,,,,2,,52.1983
4,21,1,1794,2,1,48,7,96,2,5,Z90,5,21,949,582,2,,,12,1998,1,21000,4,,2,,52.1983
4,21,1,1810,4,1,28,6,95,2,5,322,1,89,859,695,2,,,6,1997,1,84000,1,,2,,52.1983
4,21,1,1810,3,2,27,8,96,2,6,386,1,89,332,896,2,,,8,1998,1,42000,1,,2,,52.1983
4,21,1,1811,4,1,35,4,96,2,5,779,1,39,599,795,2,,,12,1997,1,43000,4,,1,3000,52.1983
4,21,1,1812,4,1,35,8,96,2,4,369,1,96,369,896,2,,,5,1997,1,30000,1,,2,,52.1983
4,21,1,1817,6,1,67,1,97,2,5,Z40,3,96,541,197,2,,,88,8888,2,,,,2,,52.1983
4,21,1,1817,6,2,61,1,97,2,2,Z20,3,96,541,197,2,,,88,8888,2,,,,2,,52.1983
4,21,1,1820,4,2,26,12,96,2,4,Z20,1,94,541,1296,2,,,12,1998,1,12000,1,,2,,52.1983
4,21,2,1865,2,1,24,5,96,2,5,599,1,81,859,596,2,,,4,1998,2,,,,2,,788.0735
4,21,2,1868,1,1,27,12,95,2,3,872,1,81,951,1295,1,12,96,,,1,7000,4,8000,1,200,788.0735
4,21,1,1095,3,1,35,8,96,1,6,Z90,1,35,981,896,2,,,88,8888,1,7000,2,,2,,524.7916
4,21,1,1100,2,1,53,11,96,2,5,589,1,96,981,1196,2,,,11,1997,2,,,,2,,524.7916
4,21,1,1102,3,1,28,12,96,1,4,Z90,1,89,834,1296,2,,,88,8888,1,19000,1,,2,,524.7916
4,21,1,1110,6,1,32,11,96,2,4,Z90,1,81,949,486,2,,,11,1997,2,,,,2,,481.0608
4,21,1,1110,6,2,29,11,96,2,6,999,1,82,541,1196,2,,,88,8888,2,,,,2,,481.0608
4,21,2,1876,3,1,27,7,92,1,3,749,1,81,749,792,2,,,88,8888,2,,,,1,900,788.0721
4,21,2,1879,3,1,23,11,93,1,4,Z90,1,50,799,1193,2,,,88,8888,2,,,,2,,788.0721
4,21,2,1881,4,1,34,3,96,2,6,Z90,5,96,361,396,2,,,88,8888,1,31680,1,,1,7000,788.0721
4,21,2,1884,3,2,39,7,96,1,4,Z20,1,89,729,796,2,,,88,8888,2,,,,2,,788.0721
4,21,2,1884,3,1,29,9,91,1,4,621,1,50,949,991,2,,,88,8888,2,,,,2,,788.0721
4,21,1,962,2,1,47,9,95,2,4,954,1,81,951,995,2,,,10,1997,1,64000,3,,2,,481.0603
4,21,2,1891,2,1,33,10,96,2,4,985,1,81,986,1095,2,,,7,1997,1,24000,4,,2,,788.0735
4,21,2,1895,2,2,29,9,96,2,4,Z20,1,51,541,996,2,,,9,1998,1,2000,1,,1,5000,788.0735
4,21,1,1139,2,2,39,6,94,2,4,Z20,1,80,541,694,2,,,6,1997,1,30000,4,,2,,481.0603
4,21,1,1152,3,1,25,6,95,1,5,855,1,89,855,695,2,,,5,1997,1,50000,1,,2,,481.0606
4,21,2,1897,2,1,45,10,95,2,1,985,1,81,985,1095,2,,,9,1997,1,57000,4,,2,,788.0732
4,21,2,1898,3,1,26,6,96,1,4,532,1,51,532,696,2,,,88,8888,1,32000,3,,2,,788.0732
4,21,2,1910,3,2,29,10,94,1,3,779,1,51,451,1291,2,,,7,1997,1,20000,4,,2,,788.0756
4,21,2,1918,3,2,28,7,90,1,6,135,1,39,541,790,2,,,6,1997,1,30000,1,,1,72000,788.0756
4,21,2,1918,3,1,27,7,94,1,6,Z90,1,83,531,794,2,,,99,1998,1,66000,4,,2,,788.0756
4,21,2,1918,3,2,25,1,96,1,6,Z90,1,18,541,994,2,,,9,1998,1,30000,1,,1,61000,788.0756
4,21,1,1013,4,1,32,11,94,2,4,959,1,80,959,1290,2,,,99,1997,1,35000,4,,1,4500,481.0617
4,21,1,1014,3,2,42,5,94,1,6,134,1,80,329,594,2,,,88,8888,1,53000,1,,1,15000,481.0617
4,21,1,1014,4,2,33,12,93,2,6,322,1,18,549,1293,2,,,88,8888,1,48000,1,,1,12000,481.0617
4,21,1,1020,3,1,32,5,96,4,6,322,2,96,389,596,2,,,88,8888,1,44000,1,,1,13000,481.0617
4,21,1,1020,3,1,34,3,96,2,5,Z90,1,81,560,384,2,,,12,1997,1,34000,4,,1,6000,481.0617
4,21,2,1846,2,1,22,5,96,2,4,853,1,89,853,596,2,,,5,1998,1,34000,4,,1,2500,788.0728
4,21,1,1034,3,1,20,5,96,1,5,Z90,1,89,853,1294,2,,,12,1997,2,,,,2,,481.0609
4,21,1,1044,2,1,30,10,96,2,5,79,1,89,759,695,2,,,10,1998,1,81000,4,,2,,481.0609
4,21,1,1063,2,1,31,6,95,2,4,985,1,89,949,695,2,,,6,1997,1,48000,4,,2,,481.0613
4,21,1,1064,4,1,31,2,96,2,4,Z90,1,81,834,296,2,,,12,1997,1,12000,4,,2,,481.0613
4,21,1,1068,2,1,36,3,96,2,4,Z90,1,81,531,396,2,,,88,8888,1,60000,4,,2,,481.0613
4,34,1,2282,6,2,26,10,96,4,4,Z90,1,52,172,992,2,,,88,8888,1,17000,4,,2,,143.7559
4,34,1,2284,1,1,40,99,99,2,6,843,2,81,843,985,1,2,97,,,1,28600,1,520000,1,1500,143.7559
4,34,1,2260,2,2,45,9,94,2,6,Z20,2,96,135,1094,2,,,7,1997,1,5000,3,,1,5000,143.7559
4,34,1,2272,1,1,58,10,95,2,6,Z90,1,32,855,972,1,1,97,,,1,10000,1,30000,1,4800,143.756
4,34,1,2274,1,1,39,2,97,2,6,29,2,81,29,988,1,3,97,,,1,45000,2,,1,300,143.756
4,34,1,2277,1,1,39,11,94,2,6,29,2,51,29,1193,1,11,96,,,1,30000,1,,1,5700,143.756
4,34,1,2280,2,2,42,9,94,2,5,794,1,81,794,994,1,3,97,,,1,26000,4,520000,1,7500,143.756
4,34,1,2305,2,1,39,1,97,2,6,Z30,1,75,43,9979,2,,,8,1997,1,26000,1,20000,1,7650,143.756
4,34,1,2307,2,2,36,2,95,2,6,852,1,89,853,295,1,3,97,,,1,30000,4,80000,1,502,143.756
4,34,1,2310,2,1,35,5,96,2,5,Z90,1,43,39,596,2,,,11,1997,1,48000,1,,2,,143.756
4,34,1,2295,2,1,30,12,96,1,6,Z90,1,50,43,1296,2,,,6,1997,1,24000,1,,2,,143.756
4,34,1,2297,2,1,45,3,97,2,6,Z90,1,96,981,397,2,,,11,1997,2,,,,2,,143.756
4,34,1,2300,6,2,32,12,96,4,6,Z90,1,52,384,1296,2,,,88,8888,1,32000,3,,2,,143.756
4,34,1,2337,3,2,26,2,97,1,6,66,1,81,66,1095,2,,,12,1997,1,10000,4,,1,17000,143.756
4,34,1,2339,2,1,47,10,95,2,5,985,1,81,985,1095,1,2,97,,,1,20000,1,26000,1,20000,143.756
4,34,1,2408,3,2,28,1,97,1,6,Z20,1,47,541,695,1,1,97,,,1,20000,3,1000,1,2500,143.756
4,34,1,2412,2,1,37,6,96,2,5,531,1,70,531,1294,2,,,4,1997,1,42000,4,,1,2500,143.756
4,34,1,2427,2,1,43,4,96,2,5,442,1,82,981,496,2,,,99,1998,1,35000,4,,2,,143.756
4,34,1,2436,2,1,42,12,95,2,6,386,1,81,386,1295,2,,,99,1997,1,29300,4,,2,,143.756
4,34,1,1969,2,2,44,6,96,2,2,412,1,89,541,696,2,,,6,1998,1,21077,3,,2,,466.025
4,34,1,1969,3,2,25,11,96,1,5,311,1,89,946,1196,2,,,11,1997,1,13000,1,,2,,466.025
4,34,1,1981,2,1,37,3,97,2,4,589,1,12,871,794,2,,,8,1997,1,34000,1,,2,,466.0249
4,34,1,1988,2,1,42,11,96,2,3,872,1,81,872,895,2,,,99,1997,1,20000,1,,1,500,466.0249
4,34,1,1993,2,1,35,8,96,2,5,326,1,89,779,896,2,,,8,1997,1,48000,1,,1,3000,466.0244
4,34,1,2487,1,1,33,4,96,2,4,949,2,81,949,1294,2,,,99,1998,1,24000,4,,2,,183.1291
4,34,1,2496,1,1,38,10,95,2,1,949,1,81,389,1094,2,,,5,1997,1,18000,4,,2,,183.1291
4,34,1,2521,2,1,44,8,96,2,5,855,1,81,841,896,2,,,12,1997,1,90000,4,,1,25000,183.1291
4,34,1,2528,3,1,34,7,96,1,4,855,1,81,959,796,2,,,11,1997,1,54000,1,,2,,183.1291
4,34,1,2528,3,1,28,7,96,1,4,Z90,1,81,779,795,2,,,5,1997,1,3645,1,,2,,183.1291
4,34,1,2532,3,2,32,1,97,2,4,490,1,94,779,595,2,,,12,1997,1,60000,4,52000,2,,183.1291
4,34,1,2533,2,1,48,9,96,2,5,985,1,81,985,189,2,,,9,1998,1,78811,1,,2,,183.129
4,34,1,2534,2,2,33,12,95,2,4,Z20,1,51,541,9992,2,,,88,8888,1,7000,4,,2,,183.129
4,34,1,2545,6,2,35,9,96,1,4,859,1,89,859,9985,2,,,88,8888,1,15000,4,,2,,201.4421
4,34,1,2545,6,2,35,9,96,1,4,859,1,89,859,9985,2,,,88,8888,1,15000,4,,2,,201.4421
4,34,1,2547,2,2,49,5,89,2,4,412,1,96,593,589,2,,,88,8888,2,,,,2,,201.4421
4,34,1,2552,3,1,22,10,95,1,4,773,3,57,542,1295,2,,,5,1997,2,,,,2,,201.4421
4,34,1,2555,2,1,26,10,96,2,4,849,5,52,849,1096,2,,,4,1997,1,15000,3,,2,,201.4421
4,34,1,2608,6,1,53,8,95,2,3,954,1,81,700,680,2,,,12,1997,1,30000,4,,2,,183.1291
4,34,1,2608,6,1,30,1,96,4,4,384,1,81,552,9996,1,12,96,,,1,30000,4,,2,,183.1291
4,34,1,2608,6,2,36,8,96,4,4,Z20,1,81,599,992,2,,,88,8888,1,5000,4,,2,,183.1291
4,34,1,2616,2,1,31,8,96,2,3,959,1,15,959,896,2,,,7,1997,1,24000,4,,2,,183.1291
4,34,1,2617,2,1,33,12,96,2,4,851,1,81,851,1296,2,,,12,1998,1,24000,4,,2,,183.1291
4,34,1,2618,4,2,40,99,94,2,6,Z20,1,81,541,9994,2,,,99,1997,2,,,,2,,183.1291
4,34,1,2618,3,1,43,3,96,2,1,939,1,82,954,396,2,,,3,1998,2,,,,2,,183.1291
4,34,1,2625,2,1,35,1,97,2,6,141,5,39,141,197,2,,,4,1997,2,,,,2,,183.1291
4,34,1,2632,2,1,44,5,96,2,5,Z90,1,95,981,9999,2,,,4,1997,1,42000,1,,2,,183.1291
4,34,1,2659,2,1,42,10,96,2,5,Z90,1,82,981,1096,2,,,6,1997,1,15000,1,,2,,199.7773
4,34,1,2673,3,2,28,8,92,1,3,Z20,1,52,179,891,2,,,88,8888,2,,,,2,,183.1291
4,34,1,2676,3,1,33,1,94,1,5,985,1,52,959,194,2,,,88,8888,1,6210,4,,2,,183.1291
4,34,1,2108,2,1,37,7,96,2,2,985,1,81,951,796,2,,,6,1997,1,11708,4,,1,31200,466.0252
4,34,2,3029,3,1,29,10,96,1,6,Z90,1,18,389,197,2,,,10,1998,2,,,,2,,585.7669
4,34,2,3029,3,2,24,2,96,1,6,Z90,1,47,541,396,2,,,3,1998,1,90000,4,,2,,585.7669
4,34,1,2200,3,1,47,10,96,4,5,985,1,81,985,9986,2,,,88,8888,1,30000,4,,2,,466.025
4,34,1,2207,2,1,38,4,96,2,5,985,1,81,801,1292,1,3,97,,,1,4000,4,26000,1,10404,466.025
4,34,1,2208,2,1,36,9,96,2,2,954,1,57,981,996,2,,,88,8888,1,18000,4,,2,,466.025
4,34,1,2090,3,1,25,6,91,1,5,959,1,89,949,691,2,,,10,1997,1,13000,1,,2,,466.0249
4,34,1,2090,3,1,23,12,95,1,4,959,1,89,949,1295,2,,,12,1997,1,10500,1,,2,,466.0249
4,34,1,2212,3,1,26,6,96,1,6,66,1,50,66,696,2,,,88,8888,1,15600,1,,2,,466.0242
4,34,1,2217,2,2,39,11,93,2,4,Z20,1,94,794,1193,2,,,12,1997,2,,,,1,19200,466.0242
4,34,2,3044,1,1,37,5,96,2,5,985,1,52,981,9981,2,,,4,1997,1,30000,1,,2,,585.7665
4,34,1,2237,2,1,43,99,99,2,4,871,1,81,871,395,1,3,97,,,2,,,150000,1,28500,466.0238
4,34,1,2126,3,1,26,1,97,2,4,531,1,82,871,197,2,,,1,1999,1,30000,4,,2,,466.0252
4,34,1,2128,3,1,30,7,96,2,6,Z90,1,81,700,9990,2,,,7,1998,1,30000,4,,2,,466.0252
4,34,1,2133,2,1,44,11,96,2,5,643,1,81,314,1090,2,,,3,1998,1,40000,1,,1,1500,466.0252
4,34,1,2134,2,1,32,2,97,2,4,643,1,95,872,297,2,,,2,1999,2,,,,2,,466.0252
4,34,1,2690,3,2,27,2,97,1,5,179,2,52,179,297,2,,,10,1997,2,,,,2,,117.7919
4,34,1,2695,2,2,31,3,97,2,6,Z20,1,81,541,397,2,,,3,1999,2,,,,2,,117.7919
4,34,1,2753,2,2,43,9,96,2,4,Z20,1,54,541,9987,2,,,9,1998,1,10000,5,,2,,117.7919
4,34,1,2770,4,1,29,10,96,2,5,846,1,89,872,1096,2,,,10,1997,1,20000,4,,2,,117.792
4,34,1,2771,3,1,27,8,94,1,5,Z20,3,96,593,894,2,,,12,1997,2,,,,2,,117.792
4,34,1,2773,3,1,27,6,96,1,5,849,1,81,849,794,2,,,5,1997,1,40000,1,,1,2000,117.7919
4,34,2,3121,3,2,23,5,96,1,2,Z20,1,57,541,596,2,,,5,1998,1,21000,1,,2,,233.6843
4,34,2,3123,6,2,40,3,95,2,4,Z20,1,39,541,9989,2,,,99,1998,1,30000,1,,1,1500,233.6843
4,34,2,3123,6,1,43,3,97,2,5,632,2,39,857,9993,2,,,88,8888,1,16000,1,,1,2000,233.6843
4,34,2,3128,2,2,53,8,88,2,6,135,2,32,541,888,2,,,88,8888,1,8000,3,,1,10000,233.6843
4,34,2,3131,3,1,47,2,96,1,6,111,1,81,111,9992,2,,,12,1997,1,10000,4,,2,,233.6843
4,34,1,2813,3,2,31,12,96,1,6,Z20,1,47,541,1296,2,,,88,8888,1,13000,1,,2,,117.792
4,34,1,2817,2,2,38,11,96,2,5,Z20,3,21,541,1296,2,,,88,8888,2,,,,2,,117.792
4,34,2,3149,2,2,33,10,96,2,6,Z20,1,51,541,887,1,3,97,,,2,,,25000,1,4200,233.6842
4,34,1,2824,2,1,41,10,96,2,6,795,1,81,795,9987,2,,,88,8888,1,42000,1,,2,,117.7919
4,34,2,3157,3,2,30,6,93,1,5,949,1,82,541,189,1,12,96,,,2,,,2850,1,16000,233.6843
4,34,2,3162,2,1,47,6,96,2,4,985,1,81,985,1292,2,,,88,8888,1,25000,4,,2,,233.6843
4,34,2,3165,4,1,30,7,96,2,4,985,1,15,985,796,2,,,6,1998,1,20000,1,,2,,233.6843
4,34,2,3172,3,2,22,12,96,1,4,173,2,52,173,289,2,,,7,1997,1,60000,4,,1,6000,233.6842
4,34,2,3190,3,1,29,2,97,1,6,552,1,81,839,492,2,,,4,1998,1,10000,4,100000,2,,233.6842
4,34,2,3203,2,2,33,8,93,2,2,Z20,1,51,541,890,2,,,7,1997,1,19000,4,,2,,233.6843
4,34,2,3208,2,2,42,4,96,2,4,Z20,1,39,549,9991,2,,,88,8888,1,20000,1,,1,8000,233.6842
4,34,2,3209,2,1,31,2,97,2,4,985,5,96,985,1187,2,,,12,2000,1,5000,1,,1,5000,233.6842
4,34,2,3210,4,1,31,2,97,2,6,853,5,96,853,1195,2,,,88,8888,2,,,,1,15500,233.6842
4,34,2,3211,3,1,26,10,96,1,4,839,1,81,839,1293,2,,,10,1998,2,,,,2,,233.6842
4,34,2,3214,4,1,29,1,97,2,4,849,1,81,849,492,2,,,12,1997,1,30000,4,,1,11200,233.6842
4,34,2,3216,2,1,38,3,97,2,5,846,1,52,981,281,2,,,11,1997,1,14000,1,,1,7000,233.6842
4,34,1,2834,3,1,30,7,95,1,3,985,1,82,981,794,1,12,96,,,2,,,10000,1,4000,188.446
4,34,1,2837,2,1,41,1,96,2,6,382,1,39,981,9987,1,1,97,,,1,18720,1,26000,2,,188.446
4,34,1,2846,6,1,28,11,96,2,6,532,1,66,43,1196,2,,,7,1997,1,80000,1,,2,,188.446
4,34,1,2869,3,1,24,2,92,1,5,Z90,1,81,541,292,2,,,99,1997,1,4000,1,,2,,188.446
4,34,1,2869,3,1,27,1,94,1,5,846,1,81,857,194,2,,,88,8888,1,6000,1,,2,,188.446
4,34,1,2875,2,1,46,10,96,2,1,954,1,81,954,1096,2,,,6,1997,1,5600,4,,2,,188.446
4,34,1,2896,1,1,40,99,96,2,6,Z90,1,66,981,9996,2,,,12,1997,2,,,,2,,188.4459
4,34,1,2903,2,2,47,8,96,2,6,139,1,47,541,893,2,,,8,1998,1,46800,1,,2,,188.4459
4,34,1,2904,2,2,47,5,96,2,6,139,1,18,541,896,2,,,7,1998,1,32000,4,,2,,188.4459
4,34,1,2883,2,1,41,8,90,2,4,872,1,81,39,390,1,12,96,,,1,32400,4,26000,1,10000,188.446
4,34,1,2887,2,1,40,5,95,2,5,432,1,52,432,1192,2,,,99,1998,1,90000,1,,2,,188.446
4,34,1,2891,2,1,32,7,96,2,4,490,1,81,974,991,2,,,7,1997,1,37000,4,,1,35000,188.446
4,34,1,2891,2,1,32,7,96,2,4,490,1,81,974,991,2,,,7,1997,1,37000,4,,1,35000,188.446
4,34,1,2918,3,1,24,8,96,1,5,326,3,52,332,896,2,,,88,8888,1,6000,1,,2,,205.5775
4,34,1,2919,2,1,32,7,96,2,6,Z90,1,66,43,9990,2,,,4,1997,1,69000,1,,2,,205.5775
4,34,1,2933,2,2,47,8,96,2,6,139,1,47,541,893,2,,,8,1998,1,46800,1,,2,,188.4459
4,34,1,2941,3,1,33,3,95,1,6,532,1,94,532,895,2,,,5,1997,1,13000,1,,2,,188.446
4,34,1,2951,1,1,58,99,99,2,6,73,2,39,73,9976,1,1,97,,,1,30000,1,50000,1,1000,188.446
4,34,1,2952,3,2,25,3,97,1,6,66,1,81,66,397,2,,,88,8888,2,,,,2,,188.446
4,34,1,2965,2,1,49,2,96,2,6,451,1,96,981,9994,1,2,97,,,1,65000,4,26000,2,,205.5775
4,34,1,2967,2,1,49,8,86,2,6,22,1,15,22,886,1,3,97,,,1,100000,1,35000,1,15000,205.5775
4,34,1,2972,2,1,36,7,91,2,6,111,1,88,111,791,1,3,97,,,1,75000,2,50000,2,,205.5775
4,34,1,3004,2,1,41,3,95,2,3,872,1,81,872,395,2,,,4,1997,1,5000,4,,2,,188.4459
4,34,1,3008,2,1,40,3,96,2,4,954,1,81,954,396,1,2,97,,,1,36000,4,130000,1,28000,188.4459
4,34,1,3013,2,1,46,6,96,2,6,Z90,1,89,981,696,2,,,7,1997,1,78000,1,,2,,188.446
4,34,1,2153,1,1,44,1,90,2,4,985,3,52,959,190,2,,,12,1997,1,40000,4,,2,,466.0249
4,34,1,2158,2,1,38,7,96,2,5,954,3,50,949,976,2,,,88,8888,1,109200,1,,2,,466.0249
4,34,1,2165,1,1,40,3,96,2,2,985,1,81,985,1284,2,,,3,1998,1,17000,4,,2,,466.0254
4,34,1,2167,1,1,46,3,96,2,1,974,1,81,974,9985,2,,,12,1997,1,40600,4,,2,,466.0254
4,34,1,2168,2,2,41,4,96,2,4,Z20,1,39,541,9984,2,,,99,1998,1,28000,1,,2,,466.0254
4,34,2,3112,4,1,35,99,99,2,4,611,1,81,901,193,1,12,96,,,1,7000,3,40000,2,,585.7673
4,34,1,2008,2,1,37,1,97,2,5,532,1,95,532,9985,2,,,11,1997,1,24000,1,50000,1,15000,466.0248
4,34,1,2012,2,1,37,12,96,2,5,985,1,47,981,9990,2,,,88,8888,1,20000,1,40000,2,,466.0248
4,34,1,2015,2,1,25,5,95,2,4,959,1,52,959,595,2,,,88,8888,1,30000,4,,2,,466.0248
4,34,1,2015,6,2,43,3,96,3,4,Z20,1,52,549,9983,2,,,88,8888,1,30000,4,,2,,466.0248
4,34,1,2016,1,1,46,8,96,2,6,25,1,81,25,1091,1,3,97,,,1,15600,1,120000,1,40000,466.0248
4,34,1,2019,2,1,41,4,96,2,5,212,5,84,212,593,1,3,97,,,1,52000,1,52000,1,33800,466.0247
4,34,1,2020,3,1,27,9,96,1,5,Z90,1,94,599,996,2,,,9,1998,1,16000,4,,2,,466.0247
4,34,1,2023,6,2,41,12,96,1,5,Z20,1,81,314,9992,2,,,12,1997,1,3900,4,30000,1,2000,466.0247
4,34,1,2023,6,2,44,99,92,1,5,794,1,81,549,9989,2,,,6,1997,1,5200,4,,2,,466.0247
4,34,1,2028,2,1,51,3,97,2,4,981,1,96,981,9973,2,,,1,1998,1,20800,1,52000,1,6318,466.0247
4,34,1,2030,2,1,35,12,96,2,5,Z90,1,89,848,192,2,,,7,1997,1,6000,1,,2,,466.0247
4,34,1,2033,2,1,43,12,96,2,5,531,1,96,531,9991,2,,,9,1997,1,30000,1,,2,,466.0247
4,34,1,2035,2,1,31,1,97,2,4,Z90,1,999,532,9988,2,,,99,1997,1,20000,1,,2,,466.0247
4,34,1,2063,2,1,35,7,96,2,6,985,1,52,981,9982,2,,,5,1997,1,60000,1,,2,,466.0248
4,34,2,3084,2,2,24,5,95,2,3,Z20,1,39,541,595,2,,,5,1997,1,18000,3,,2,,585.7668
4,34,1,2194,2,2,44,12,95,2,1,621,1,39,541,1295,2,,,12,1997,1,18000,4,,2,,466.0253
4,40,2,3314,3,1,33,12,96,2,3,843,1,52,981,1296,1,3,97,,,2,,,6500,2,,198.4997
4,40,2,3336,3,1,28,9,96,1,4,834,1,81,834,1194,2,,,88,8888,1,17000,4,,1,4500,198.4999
4,40,1,3221,4,1,32,1,95,2,5,985,1,81,985,195,2,,,11,1997,1,18000,1,,1,6000,89.705
4,40,2,3366,3,2,23,2,95,1,4,451,1,82,541,392,2,,,9,1997,2,,,,2,,198.4994
4,40,1,3252,2,1,44,7,96,2,5,791,1,81,791,795,2,,,12,1997,1,8000,4,,1,35000,89.705
4,40,1,3269,2,1,37,6,96,2,6,31,1,81,31,791,2,,,4,1997,1,72000,1,,2,,89.705
4,40,2,3449,6,1,46,3,97,2,6,201,1,52,29,1191,2,,,7,1997,1,35000,1,,2,,198.4996
4,40,2,3449,6,2,41,3,97,2,5,313,1,52,370,1191,2,,,9,1997,1,15000,1,,1,5000,198.4996
4,40,2,3455,3,1,23,5,95,1,6,999,1,89,849,595,2,,,5,1997,1,15000,1,,2,,198.4996
4,40,2,3473,2,1,30,1,96,2,5,325,1,90,982,789,1,3,97,,,1,42000,2,20000,2,,198.4997
4,40,2,3488,2,1,38,1,97,2,5,846,1,71,846,1290,2,,,4,1997,1,100000,1,,1,20000,218.3497
4,40,2,3507,3,1,24,1,97,1,6,791,1,96,982,796,2,,,6,1998,1,28000,1,,1,39000,198.4999
4,40,2,3548,2,1,45,1,96,2,6,700,2,80,552,190,2,,,12,1997,1,7000,5,,1,23300,198.4999
4,40,1,3310,4,1,33,10,96,2,5,999,1,35,982,296,2,,,5,1997,1,10000,1,,2,,89.705
4,51,2,3713,2,2,37,3,95,2,2,Z20,1,51,541,395,1,3,97,,,2,,,7000,1,36500,225.5225
4,51,2,3809,3,2,23,11,96,1,5,621,1,51,541,1196,2,,,11,1997,1,19000,1,,1,34000,206.7287
4,51,1,3561,3,1,28,1,95,1,5,855,1,81,951,195,2,,,5,1997,1,30000,1,,1,34000,232.9791
4,51,1,3586,1,1,36,1,96,2,4,871,1,81,959,196,1,12,96,,,1,25000,1,35000,2,,232.9791
4,51,2,3744,3,2,47,4,96,2,6,X20,5,1,549,382,2,,,8,1997,1,72000,1,,1,18000,225.5223
4,51,2,3744,3,2,40,4,88,2,6,66,5,96,66,578,2,,,88,8888,2,,,,1,18000,225.5223
4,51,1,3593,6,1,33,1,97,1,3,649,1,81,649,197,2,,,12,1999,2,,,,2,,232.9788
4,51,1,3595,3,2,27,8,96,1,6,79,1,81,79,996,2,,,10,1997,1,28600,3,,1,28000,232.9788
4,51,1,3635,3,2,25,4,92,1,4,Z20,1,39,541,992,2,,,1,1998,1,10000,2,,1,6300,232.9792
4,51,2,3833,3,2,20,2,95,1,4,Z20,1,51,541,295,2,,,12,1997,1,14800,1,,1,6500,206.7288
4,51,1,3607,3,2,20,11,95,1,5,53,5,57,53,1195,2,,,11,1997,1,20000,1,,1,5000,254.1591
4,51,2,3769,2,2,38,6,93,2,5,Z20,1,80,541,693,2,,,88,8888,2,,,,2,,206.7288
4,51,1,3643,3,2,35,11,96,1,5,451,1,39,541,1094,2,,,11,1998,1,14000,1,10000,2,,232.9792
4,52,2,4082,2,1,35,9,96,2,4,Z20,1,89,541,996,2,,,88,8888,1,40000,1,,2,,863.943
4,52,2,4083,3,2,24,6,96,1,4,451,1,47,541,195,2,,,88,8888,1,790,1,,2,,863.943
4,52,2,4093,2,1,28,4,96,2,6,771,2,999,981,488,2,,,88,8888,1,90000,1,,1,175000,863.9437
4,52,2,3998,3,1,25,11,96,1,5,611,1,94,848,1196,2,,,88,8888,2,,,,2,,863.9427
4,52,2,4004,2,2,40,3,91,2,2,Z20,5,35,541,391,2,,,5,1998,1,45900,3,,1,6500,863.9427
4,52,2,4005,3,2,25,4,95,1,4,451,1,39,541,495,2,,,12,1997,1,14000,1,,2,,863.9427
4,52,2,4007,3,2,23,2,96,1,5,451,1,57,451,394,2,,,99,9999,1,17500,1,,1,6800,863.9427
4,52,2,4008,3,2,25,8,96,1,6,66,1,46,66,996,2,,,88,8888,1,30000,1,,2,,863.9427
4,52,2,4008,3,1,21,2,97,1,6,Z90,1,94,982,297,2,,,88,8888,2,,,,2,,863.9427
